name,artist_name,genre,uri,danceability,energy,valence,tempo
Grey Day,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tB,0.68,0.65,0.55,130.2
Shut Up,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tC,0.77,0.80,0.83,144.7
It Must Be Love,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tD,0.75,0.70,0.88,138.5
Cardiac Arrest,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tE,0.74,0.76,0.75,141.8
Michael Caine,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tF,0.80,0.82,0.85,149.2
Tomorrow's Just Another Day,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tG,0.73,0.74,0.72,139.7
Wings of a Dove,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tH,0.78,0.75,0.86,143.1
The Sun and the Rain,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tI,0.71,0.72,0.70,137.4
Uncle Sam,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tJ,0.76,0.78,0.80,142.6
Sweetest Girl,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tK,0.74,0.71,0.78,140.3
Waiting for the Ghost Train,Madness,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tL,0.67,0.68,0.62,132.9
On My Radio,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tM,0.82,0.85,0.88,152.4
Too Much Pressure,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tN,0.80,0.83,0.85,150.8
Three Minute Hero,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tO,0.78,0.80,0.82,148.5
Missing Words,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tP,0.75,0.77,0.78,145.9
The Whisper,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tQ,0.73,0.75,0.75,143.2
Street Feeling,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tR,0.79,0.81,0.84,147.8
My Collie,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tS,0.76,0.78,0.80,146.1
They Make Me Mad,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tT,0.74,0.79,0.77,144.6
The Selecter,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tU,0.81,0.84,0.86,151.2
Train to Skaville,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tV,0.77,0.82,0.83,149.5
James Bond,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tW,0.75,0.80,0.81,148.3
The Great Beast,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tX,0.72,0.76,0.74,142.7
Soho,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tY,0.78,0.79,0.82,146.9
Murder,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tZ,0.70,0.78,0.65,140.5
Lets Go Down,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t0,0.76,0.77,0.79,145.3
The Selecter,The Selecter,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t1,0.79,0.81,0.84,147.1
Mirror in the Bathroom,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t2,0.75,0.78,0.70,144.8
Hands Off She's Mine,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t3,0.82,0.85,0.88,153.7
Too Nice to Talk To,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t4,0.80,0.82,0.85,150.9
Can't Get Used to Losing You,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t5,0.77,0.75,0.80,146.2
Best Friend,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t6,0.79,0.83,0.86,152.1
Twist and Crawl,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t7,0.81,0.84,0.87,151.8
Doors of Your Heart,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t8,0.76,0.79,0.82,148.7
All Out to Get You,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t9,0.78,0.81,0.83,149.4
Jackpot,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tA,0.74,0.80,0.78,147.6
Big Shot,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tB,0.77,0.82,0.81,150.3
Ranking Full Stop,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tC,0.83,0.86,0.89,154.9
Sole Salvation,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tD,0.75,0.78,0.79,146.8
Ackee 1 2 3,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tE,0.79,0.80,0.84,148.2
Psychedelic Rockers,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tF,0.81,0.85,0.87,153.1
Rough Rider,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tG,0.76,0.83,0.82,151.4
Dream Home in NZ,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tH,0.72,0.75,0.76,143.9
Walk Away,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tI,0.74,0.77,0.77,145.7
I Am Your Flag,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tJ,0.78,0.81,0.83,149.8
Jeanette,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tK,0.75,0.79,0.80,147.3
Happy Go Lucky Girl,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tL,0.80,0.82,0.85,150.6
Sugar and Stress,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tM,0.77,0.84,0.81,152.7
The Tears of a Clown,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tN,0.73,0.76,0.68,142.5
Rosa,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tO,0.79,0.78,0.84,146.4
March of the Swivel Heads,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tP,0.82,0.87,0.88,155.8
Pato's Work,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tQ,0.76,0.85,0.83,153.2
The Irish,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tR,0.78,0.83,0.85,151.9
Hit It,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tS,0.84,0.88,0.91,157.3
Two Swords,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tT,0.75,0.81,0.79,149.1
Drowning,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tU,0.71,0.74,0.65,141.7
The Lip,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tV,0.80,0.82,0.86,150.5
Tears of a Clown,The Beat,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tW,0.74,0.77,0.70,144.3
Rude Boy,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tX,0.79,0.80,0.82,148.9
Easy Life,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tY,0.76,0.78,0.79,146.7
Let's Do Rocksteady,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tZ,0.81,0.83,0.87,152.0
Ruder Than You,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t0,0.77,0.81,0.84,149.8
Mixed Feelings,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t1,0.73,0.76,0.75,143.5
The Boiler,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t2,0.68,0.70,0.58,138.2
Too Experienced,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t3,0.75,0.79,0.80,147.1
Hang On,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t4,0.78,0.82,0.83,150.7
Easy Life,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t5,0.74,0.77,0.78,145.4
Ruder Than You,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t6,0.79,0.84,0.85,151.6
The Prince,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t7,0.82,0.86,0.88,154.3
Too Much Pressure,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t8,0.80,0.83,0.86,152.9
On My Radio,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t9,0.83,0.87,0.89,156.1
Nite Klub,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tA,0.77,0.80,0.81,148.5
Gangsters,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tB,0.75,0.82,0.79,150.2
A Message to You Rudy,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tC,0.78,0.79,0.84,147.8
One Step Beyond,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tD,0.85,0.89,0.92,158.4
Baggy Trousers,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tE,0.84,0.86,0.91,155.9
Embarrassment,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tF,0.72,0.75,0.62,141.3
The Selecter,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tG,0.81,0.84,0.87,153.5
Mirror in the Bathroom,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tH,0.76,0.81,0.73,149.2
Hands Off She's Mine,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tI,0.83,0.85,0.90,154.7
Too Nice to Talk To,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tJ,0.81,0.83,0.86,151.1
Can't Get Used to Losing You,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tK,0.78,0.79,0.82,147.9
Best Friend,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tL,0.80,0.84,0.87,152.8
Twist and Crawl,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tM,0.82,0.86,0.88,153.4
Doors of Your Heart,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tN,0.77,0.81,0.83,149.6
All Out to Get You,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tO,0.79,0.82,0.84,150.4
Jackpot,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tP,0.75,0.83,0.80,151.7
Big Shot,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tQ,0.78,0.85,0.82,152.3
Ranking Full Stop,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tR,0.84,0.88,0.90,156.5
Sole Salvation,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tS,0.76,0.80,0.81,148.1
Ackee 1 2 3,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tT,0.80,0.83,0.85,149.7
Psychedelic Rockers,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tU,0.82,0.87,0.88,154.8
Rough Rider,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tV,0.77,0.86,0.84,153.9
Dream Home in NZ,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tW,0.73,0.78,0.77,145.2
Walk Away,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tX,0.75,0.80,0.79,147.5
I Am Your Flag,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tY,0.79,0.84,0.85,151.3
Jeanette,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tZ,0.76,0.82,0.83,149.9
Happy Go Lucky Girl,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t0,0.81,0.85,0.87,152.6
Sugar and Stress,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t1,0.78,0.87,0.84,154.1
The Tears of a Clown,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t2,0.74,0.79,0.72,146.8
Rosa,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t3,0.80,0.81,0.86,148.3
March of the Swivel Heads,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t4,0.83,0.89,0.91,157.1
Pato's Work,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t5,0.77,0.88,0.85,155.6
The Irish,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t6,0.79,0.86,0.87,153.8
Hit It,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t7,0.85,0.90,0.93,159.2
Two Swords,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t8,0.76,0.84,0.82,150.9
Drowning,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8t9,0.72,0.77,0.68,144.1
The Lip,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tA,0.81,0.85,0.88,152.2
Tears of a Clown,The Bodysnatchers,ska,spotify:track:5p2d1nZx1oGr4pFpF6V8tB,0.75,0.80,0.73,146.5
Blitzkrieg Bop,The Ramones,punk,spotify:track:7hQJA50XrCWABAu5v6QZ4i,0.79,0.95,0.80,175.0
Anarchy in the U.K.,Sex Pistols,punk,spotify:track:0bGZJgCaaT0Jg26w6B9K7K,0.81,0.92,0.75,150.0
London Calling,The Clash,punk,spotify:track:3RQ9uYm3SggQmzN9zFQx7S,0.77,0.88,0.72,140.0
Basket Case,Green Day,punk,spotify:track:2Zpe5DbcZEC2RZlI08cclp,0.85,0.90,0.79,170.0
Holiday,Green Day,punk,spotify:track:1y7C0uX1bK6k6tX0P9uJkL,0.82,0.87,0.76,160.0
My Own Worst Enemy,Lit,punk,spotify:track:4P8Jw7Z3K0Lx2J8C1hR2M,0.78,0.84,0.70,145.0
I Wanna Be Sedated,The Ramones,punk,spotify:track:1h5Nn1yW9B3K7lD2T5R6X,0.80,0.91,0.78,150.0
She,Green Day,punk,spotify:track:5bL3Xh7Q8W9L3K2M6T0R5,0.83,0.88,0.74,155.0
Ever Fallen in Love,Buzzcocks,punk,spotify:track:0K9w5Q7X2L3K9M1T5R2V6,0.75,0.86,0.73,140.0
God Save the Queen,Sex Pistols,punk,spotify:track:7gR3L9Q1X2P5K6M8T0R2V,0.80,0.90,0.77,150.0
All the Small Things,blink-182,punk,spotify:track:3L7Xh9P0K2T5M6R8V1J4N,0.84,0.92,0.80,160.0
Time Bomb,Rancid,punk,spotify:track:2K5P8X7Q3L0T9M1R6V4J2,0.79,0.88,0.75,155.0
Minor Threat,Minor Threat,punk,spotify:track:0L2P5X7Q9K1T4M8R6V3J0,0.82,0.94,0.78,165.0
American Idiot,Green Day,punk,spotify:track:5L8Xh9P0K2T5M6R8V1J3N,0.85,0.91,0.79,170.0
Know Your Enemy,Green Day,punk,spotify:track:1P9L0X7Q2K3T5M6R8V4J1,0.81,0.89,0.76,160.0
Holiday in Cambodia,Dead Kennedys,punk,spotify:track:3K5P8X7Q0L2T9M6R1V4J2,0.78,0.87,0.72,145.0
White Riot,The Clash,punk,spotify:track:0L3P5X7Q9K1T4M6R8V2J3,0.79,0.88,0.74,150.0
Should I Stay or Should I Go?,The Clash,punk,spotify:track:5L7Xh9P0K2T5M6R8V1J4M,0.82,0.90,0.77,155.0
Clampdown,The Clash,punk,spotify:track:2K5P8X7Q3L0T9M6R4V2J1,0.78,0.86,0.73,148.0
Sheena Is a Punk Rocker,The Ramones,punk,spotify:track:1L7Xh9P0K2T5M6R8V1J2N,0.81,0.92,0.79,165.0
Holiday,The Misfits,punk,spotify:track:4P8Jw7Z3K0Lx2J8C1hR2N,0.80,0.89,0.76,160.0
Police Truck,Dead Kennedys,punk,spotify:track:3L7Xh9P0K2T5M6R8V1J3M,0.77,0.85,0.73,150.0
Linoleum,NOFX,punk,spotify:track:2K5P8X7Q3L0T9M6R4V3J2,0.79,0.88,0.75,155.0
The Kids Aren’t Alright,The Offspring,punk,spotify:track:0L3P5X7Q9K1T4M6R8V2J1,0.82,0.90,0.78,160.0
Self Esteem,The Offspring,punk,spotify:track:5L7Xh9P0K2T5M6R8V1J5N,0.81,0.89,0.77,158.0
Holiday,No Doubt,punk,spotify:track:2K5P8X7Q3L0T9M6R4V5J1,0.80,0.87,0.75,155.0
Welcome to Paradise,Green Day,punk,spotify:track:0L3P5X7Q9K1T4M6R8V3J0,0.84,0.91,0.79,165.0
Longview,Green Day,punk,spotify:track:5L8Xh9P0K2T5M6R8V1J6N,0.83,0.90,0.78,160.0
Holiday,The Ramones,punk,spotify:track:4P8Jw7Z3K0Lx2J8C1hR3N,0.79,0.88,0.74,150.0
American Jesus,Bad Religion,punk,spotify:track:3L7Xh9P0K2T5M6R8V1J7M,0.81,0.89,0.76,155.0
Linoleum,NOFX,punk,spotify:track:2K5P8X7Q3L0T9M6R4V6J2,0.78,0.87,0.73,150.0
Bro Hymn,Bad Religion,punk,spotify:track:0L3P5X7Q9K1T4M6R8V4J1,0.82,0.90,0.77,158.0
All My Friends Are Nobodies,Good Charlotte,punk,spotify:track:5L7Xh9P0K2T5M6R8V1J8N,0.80,0.88,0.75,160.0
The Anthem,Good Charlotte,punk,spotify:track:2K5P8X7Q3L0T9M6R4V7J1,0.81,0.89,0.76,162.0
Fat Lip,Sum 41,punk,spotify:track:0L3P5X7Q9K1T4M6R8V5J0,0.84,0.92,0.79,168.0
In Too Deep,Sum 41,punk,spotify:track:5L8Xh9P0K2T5M6R8V1J9N,0.83,0.91,0.78,166.0
American Idiot,Green Day,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H9K,0.85,0.93,0.80,172.0
Boulevard of Broken Dreams,Green Day,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J9H,0.82,0.90,0.77,160.0
Holiday,Green Day,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H7K,0.83,0.91,0.78,165.0
Minority,Green Day,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J3H,0.81,0.88,0.76,155.0
Know Your Enemy,Green Day,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H10K,0.82,0.89,0.77,160.0
Holiday,The Misfits,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J10H,0.80,0.87,0.75,155.0
Waiting,Green Day,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H11K,0.80,0.88,0.76,155.0
Brain Stew,Green Day,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J11H,0.78,0.85,0.74,140.0
Jaded,Good Charlotte,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H12K,0.81,0.89,0.77,160.0
The Middle,Jimmy Eat World,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J4H,0.84,0.91,0.79,165.0
Sweetness,Jimmy Eat World,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H13K,0.82,0.90,0.77,162.0
Pain,Jimmy Eat World,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J12H,0.79,0.87,0.75,158.0
All Downhill From Here,New Found Glory,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H14K,0.83,0.91,0.78,160.0
Hit or Miss,New Found Glory,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J5H,0.81,0.89,0.76,155.0
My Friends Over You,New Found Glory,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H15K,0.82,0.90,0.77,158.0
I’m Not Okay (I Promise),My Chemical Romance,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J13H,0.84,0.92,0.79,165.0
Helena,My Chemical Romance,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H16K,0.83,0.91,0.78,162.0
Welcome to the Black Parade,My Chemical Romance,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J6H,0.85,0.93,0.80,170.0
I Write Sins Not Tragedies,Panic! At The Disco,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H17K,0.82,0.90,0.77,160.0
Nine in the Afternoon,Panic! At The Disco,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J14H,0.81,0.88,0.76,158.0
The Only Exception,Paramore,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H18K,0.78,0.85,0.74,150.0
Misery Business,Paramore,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J7H,0.83,0.91,0.78,162.0
Crushcrushcrush,Paramore,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H19K,0.82,0.90,0.77,160.0
Decode,Paramore,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J15H,0.79,0.87,0.75,155.0
The Anthem,Good Charlotte,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H20K,0.81,0.89,0.76,160.0
Lifestyles of the Rich & Famous,Good Charlotte,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J8H,0.83,0.91,0.78,162.0
Girls & Boys,Good Charlotte,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H21K,0.82,0.90,0.77,160.0
I’m Just a Kid,Simple Plan,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J16H,0.79,0.87,0.75,155.0
Perfect,Simple Plan,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H22K,0.81,0.89,0.76,158.0
Welcome to My Life,Simple Plan,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J9H,0.82,0.90,0.77,160.0
Addicted,Saving Abel,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H23K,0.80,0.88,0.76,155.0
Here Without You,3 Doors Down,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J17H,0.78,0.85,0.74,150.0
Kryptonite,3 Doors Down,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H24K,0.81,0.89,0.76,158.0
When I Come Around,Green Day,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J10H,0.83,0.91,0.78,162.0
Basket Case,Green Day,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H25K,0.85,0.92,0.80,170.0
Longview,Green Day,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J18H,0.84,0.91,0.79,168.0
She,Green Day,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H26K,0.82,0.90,0.77,160.0
When I Come Around,Green Day,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J11H,0.83,0.91,0.78,162.0
Holiday,Green Day,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H27K,0.85,0.93,0.80,172.0
American Idiot,Green Day,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J19H,0.85,0.93,0.80,172.0
Minority,Green Day,punk,spotify:track:3V6k5J2P1R9xT7Y4L0H28K,0.82,0.90,0.77,160.0
Welcome to Paradise,Green Day,punk,spotify:track:4P1h5V3K2R7xT9Y6L0J12H,0.84,0.91,0.79,165.0
Brain Stew,Green Day,punk,spotify:track:3V7k6J1K2P5xT9Y4L0H29K,0.78,0.85,0.74,140.0
Holiday,The Misfits,punk,spotify:track:4P7h6V2K1R9xT3Y0L5J20H,0.80,0.87,0.75,155.0
Master of Puppets,Metallica,metal,spotify:track:2MuWTIM3b0YEAskbeeFE1i,0.35,0.95,0.45,220.8
Enter Sandman,Metallica,metal,spotify:track:5sICkBXVmaCQk5aISGR3x1,0.45,0.92,0.55,123.4
Iron Man,Black Sabbath,metal,spotify:track:2qe7z2CRmKl5moxB2X0gQZ,0.38,0.88,0.40,105.2
Paranoid,Black Sabbath,metal,spotify:track:2c3Cb7FkXqUtYks0g40Rq7,0.52,0.94,0.65,165.8
Crazy Train,Ozzy Osbourne,metal,spotify:track:2bFxT6GZsT5D5exgjYt7Ox,0.48,0.96,0.70,134.5
Ace of Spades,Motörhead,metal,spotify:track:3cYU7D2hH1MGy9dudB97x9,0.55,0.98,0.75,148.9
The Trooper,Iron Maiden,metal,spotify:track:3HCuuEe1d3yCkqZqJke4cb,0.42,0.97,0.60,156.3
Run to the Hills,Iron Maiden,metal,spotify:track:1k4k2k6bUK0Q2e4Kfe4WYU,0.50,0.95,0.65,168.7
Chop Suey!,System of a Down,metal,spotify:track:2DlHlPMa4M17kufBvI2lEN,0.58,0.96,0.55,132.6
Toxicity,System of a Down,metal,spotify:track:4YqKpnV2EcdMdwvX3wjFGv,0.52,0.94,0.50,128.9
Du Hast,Rammstein,metal,spotify:track:5R4KUXnM7YAS8FdNBkGRYY,0.48,0.93,0.45,126.5
Sonne,Rammstein,metal,spotify:track:4wYViYO8ex7YYK2SJC5oWm,0.44,0.91,0.40,118.3
Holy Wars... The Punishment Due,Megadeth,metal,spotify:track:0C2hq3ZdCfM87T6dVEKqU3,0.38,0.97,0.35,195.6
Symphony of Destruction,Megadeth,metal,spotify:track:4YMR3xO7lRq5wS2qhUPpjh,0.46,0.94,0.55,124.8
Walk,Pantera,metal,spotify:track:7fcfNW0Xx1lBgvu8Gf6f5j,0.52,0.95,0.65,114.2
Cowboys from Hell,Pantera,metal,spotify:track:2SgbR6ttzoNlCRGQOKjrop,0.44,0.98,0.70,205.4
Freak on a Leash,Korn,metal,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,0.56,0.92,0.45,109.8
Blind,Korn,metal,spotify:track:1C2gsBNhV6S6UJ3Z8TCaD5,0.48,0.94,0.40,112.3
Davidian,Machine Head,metal,spotify:track:1d7n7dPQz1x4dVuOKOWVxU,0.42,0.99,0.60,128.9
Locust,Machine Head,metal,spotify:track:2WJZn7rM2V7C1d7c9QjFy3,0.38,0.97,0.45,145.6
Blood and Thunder,Mastodon,metal,spotify:track:5DljsSB3rJyDV5kHP82u7N,0.46,0.96,0.65,132.7
Colony,Bring Me The Horizon,metal,spotify:track:6R0h2j9YlM8Y4F8K0v2rG1,0.52,0.94,0.55,140.2
Duality,Slipknot,metal,spotify:track:2eEuYE0p1NBp8F5g4dJkum,0.54,0.95,0.60,124.8
Before I Forget,Slipknot,metal,spotify:track:4c2Bf2dQNNLA2R4Q8Emt0a,0.50,0.97,0.65,136.4
The Devil in I,Slipknot,metal,spotify:track:3k3iB2y3xM0cX1YwZ1Y9t8,0.44,0.93,0.40,128.7
Unholy Confessions,Avenged Sevenfold,metal,spotify:track:5xX2d6c9tj0rXyK5JmR0pR,0.48,0.96,0.55,134.9
Bat Country,Avenged Sevenfold,metal,spotify:track:3r7wF3VKXQKGN5K1bQd8tL,0.52,0.95,0.70,140.3
Pull Harder on the Strings of Your Martyr,Trivium,metal,spotify:track:3w8QyKpQK7tXbTvjG4V0tK,0.46,0.98,0.65,145.8
Like Light to the Flies,Trivium,metal,spotify:track:3KkU90pQmq7QY0Q3N8QJ0R,0.42,0.96,0.55,138.2
Through the Fire and Flames,DragonForce,metal,spotify:track:4eQK51VR4yK2yVoY1e1yR6,0.58,0.99,0.80,200.6
Fury of the Storm,DragonForce,metal,spotify:track:4crR5KtZF4mQV4q5kUzE0T,0.54,0.98,0.75,195.3
Laid to Rest,Lamb of God,metal,spotify:track:4Pz7JB7LrDBzS2Z1V7h1tC,0.40,0.97,0.50,145.2
Redneck,Lamb of God,metal,spotify:track:2w6vM2Ya7GZZ9GZ7w0z2kK,0.44,0.96,0.65,132.8
